user,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,item_id,response,set
149,1.0,3.0,1.0,2.0,2.0,3.0,3.0,2.0,6.0,2.0,0.0,2.0,1.0,1.0,3.0,1.0,2.0,0.0,6.0,2.0,2.0,1.0,2.0,3.0,3.0,item_1,0,train
933,0.0,3.0,2.0,1.0,2.0,2.0,1.0,2.0,3.0,0.0,1.0,1.0,2.0,1.0,4.0,2.0,1.0,2.0,3.0,0.0,1.0,1.0,2.0,0.0,0.0,item_1,0,train
75,1.0,1.0,2.0,0.0,0.0,3.0,4.0,6.0,1.0,0.0,1.0,1.0,0.0,2.0,2.0,6.0,3.0,2.0,4.0,0.0,0.0,0.0,3.0,0.0,5.0,item_1,0,train
76,0.0,1.0,1.0,3.0,0.0,2.0,1.0,0.0,1.0,4.0,2.0,1.0,4.0,0.0,0.0,0.0,1.0,1.0,7.0,6.0,2.0,0.0,0.0,3.0,0.0,item_1,0,train
634,2.0,2.0,1.0,1.0,1.0,2.0,3.0,0.0,2.0,3.0,2.0,1.0,0.0,0.0,3.0,3.0,2.0,2.0,5.0,4.0,2.0,3.0,1.0,1.0,1.0,item_1,0,train
101,4.0,1.0,1.0,3.0,3.0,1.0,1.0,0.0,1.0,0.0,3.0,2.0,1.0,0.0,2.0,2.0,2.0,1.0,5.0,2.0,0.0,5.0,0.0,2.0,1.0,item_1,0,train
465,2.0,2.0,2.0,0.0,1.0,0.0,1.0,1.0,7.0,1.0,1.0,0.0,3.0,3.0,2.0,3.0,1.0,5.0,2.0,1.0,4.0,2.0,4.0,0.0,0.0,item_1,0,train
37,1.0,4.0,3.0,1.0,3.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,4.0,0.0,4.0,0.0,2.0,1.0,5.0,4.0,1.0,0.0,0.0,2.0,item_1,0,train
493,3.0,2.0,3.0,3.0,2.0,2.0,9.0,1.0,1.0,3.0,1.0,2.0,0.0,1.0,0.0,2.0,3.0,3.0,3.0,1.0,2.0,3.0,0.0,2.0,2.0,item_1,0,train
258,3.0,1.0,1.0,2.0,2.0,0.0,4.0,1.0,3.0,2.0,2.0,3.0,0.0,3.0,4.0,3.0,3.0,0.0,3.0,0.0,1.0,0.0,1.0,1.0,0.0,item_1,0,train
115,2.0,2.0,3.0,2.0,6.0,1.0,0.0,2.0,0.0,5.0,1.0,1.0,1.0,0.0,1.0,3.0,1.0,2.0,1.0,0.0,3.0,2.0,1.0,2.0,1.0,item_1,0,train
265,4.0,2.0,2.0,6.0,3.0,4.0,2.0,4.0,0.0,3.0,0.0,5.0,3.0,2.0,0.0,0.0,2.0,0.0,2.0,3.0,1.0,0.0,1.0,4.0,0.0,item_1,0,train
934,7.0,0.0,3.0,2.0,4.0,0.0,8.0,4.0,3.0,3.0,0.0,1.0,3.0,1.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,item_1,0,train
735,1.0,1.0,0.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,5.0,2.0,0.0,2.0,5.0,item_1,0,train
25,1.0,1.0,5.0,2.0,1.0,4.0,5.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,0.0,1.0,3.0,0.0,2.0,3.0,2.0,2.0,item_1,0,train
53,1.0,1.0,2.0,5.0,3.0,5.0,2.0,1.0,2.0,1.0,1.0,4.0,1.0,0.0,3.0,6.0,1.0,2.0,1.0,4.0,2.0,2.0,4.0,0.0,2.0,item_1,0,train
748,0.0,0.0,2.0,0.0,3.0,0.0,1.0,7.0,4.0,5.0,5.0,3.0,4.0,5.0,1.0,0.0,4.0,1.0,1.0,2.0,0.0,2.0,0.0,0.0,4.0,item_1,0,train
110,1.0,2.0,0.0,0.0,2.0,5.0,2.0,4.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,item_1,0,train
844,2.0,1.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,1.0,0.0,4.0,4.0,0.0,3.0,1.0,1.0,5.0,1.0,1.0,6.0,item_1,0,train
959,0.0,1.0,0.0,2.0,2.0,3.0,1.0,1.0,4.0,4.0,1.0,2.0,1.0,0.0,0.0,2.0,6.0,1.0,2.0,3.0,3.0,2.0,2.0,2.0,0.0,item_1,0,train
999,1.0,2.0,5.0,0.0,0.0,3.0,2.0,0.0,2.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,2.0,3.0,0.0,1.0,2.0,2.0,1.0,2.0,3.0,item_1,0,train
600,2.0,2.0,0.0,1.0,2.0,2.0,2.0,3.0,3.0,1.0,2.0,0.0,2.0,2.0,2.0,5.0,1.0,6.0,1.0,3.0,3.0,2.0,1.0,1.0,1.0,item_1,0,train
474,1.0,2.0,0.0,2.0,3.0,2.0,4.0,3.0,2.0,4.0,4.0,2.0,1.0,0.0,2.0,2.0,2.0,3.0,2.0,3.0,1.0,5.0,0.0,1.0,1.0,item_1,0,train
8,4.0,1.0,5.0,1.0,1.0,2.0,3.0,1.0,1.0,3.0,2.0,0.0,3.0,1.0,2.0,4.0,2.0,3.0,4.0,3.0,1.0,1.0,3.0,3.0,1.0,item_1,0,train
640,1.0,1.0,0.0,3.0,2.0,2.0,1.0,2.0,1.0,5.0,3.0,3.0,3.0,3.0,1.0,1.0,0.0,3.0,3.0,0.0,2.0,3.0,1.0,1.0,1.0,item_1,0,train
628,1.0,1.0,4.0,1.0,1.0,3.0,0.0,2.0,4.0,3.0,1.0,4.0,0.0,0.0,1.0,1.0,4.0,6.0,2.0,1.0,0.0,1.0,1.0,1.0,3.0,item_1,0,train
397,0.0,1.0,1.0,0.0,2.0,1.0,2.0,3.0,5.0,2.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,4.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,item_1,0,train
667,2.0,0.0,1.0,0.0,1.0,2.0,0.0,3.0,0.0,1.0,3.0,0.0,3.0,3.0,7.0,3.0,1.0,3.0,2.0,5.0,1.0,2.0,4.0,0.0,0.0,item_1,0,train
906,3.0,4.0,1.0,4.0,5.0,1.0,1.0,1.0,3.0,0.0,2.0,1.0,2.0,3.0,1.0,3.0,3.0,3.0,4.0,5.0,1.0,4.0,1.0,3.0,3.0,item_1,0,train
840,3.0,0.0,4.0,3.0,4.0,3.0,5.0,2.0,4.0,3.0,4.0,2.0,6.0,2.0,0.0,2.0,1.0,4.0,3.0,4.0,3.0,2.0,0.0,0.0,0.0,item_1,0,train
501,1.0,3.0,2.0,1.0,2.0,1.0,4.0,2.0,1.0,3.0,1.0,4.0,3.0,1.0,1.0,2.0,2.0,0.0,2.0,2.0,3.0,1.0,0.0,1.0,1.0,item_1,0,train
92,2.0,1.0,1.0,2.0,2.0,3.0,3.0,2.0,2.0,4.0,3.0,3.0,2.0,3.0,3.0,2.0,5.0,3.0,6.0,3.0,1.0,3.0,0.0,1.0,0.0,item_1,0,train
623,2.0,4.0,2.0,3.0,3.0,4.0,2.0,1.0,3.0,5.0,0.0,4.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,4.0,4.0,2.0,1.0,6.0,2.0,item_1,0,train
54,0.0,2.0,1.0,6.0,2.0,3.0,5.0,1.0,1.0,4.0,4.0,2.0,2.0,2.0,0.0,2.0,2.0,3.0,1.0,1.0,3.0,0.0,3.0,2.0,4.0,item_1,1,train
167,0.0,1.0,6.0,6.0,0.0,4.0,1.0,7.0,1.0,3.0,2.0,0.0,2.0,1.0,0.0,1.0,5.0,2.0,5.0,8.0,1.0,1.0,2.0,3.0,2.0,item_1,0,train
66,0.0,2.0,1.0,5.0,1.0,2.0,0.0,1.0,4.0,3.0,2.0,5.0,2.0,1.0,0.0,6.0,1.0,1.0,1.0,1.0,3.0,3.0,7.0,1.0,1.0,item_1,0,train
636,2.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,0.0,3.0,2.0,5.0,4.0,4.0,1.0,6.0,3.0,0.0,7.0,1.0,item_1,0,train
981,2.0,0.0,3.0,1.0,0.0,4.0,1.0,0.0,1.0,0.0,1.0,1.0,6.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,4.0,3.0,1.0,item_1,0,train
160,1.0,1.0,3.0,4.0,0.0,0.0,4.0,0.0,4.0,1.0,2.0,1.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,3.0,2.0,1.0,3.0,2.0,3.0,item_1,0,train
570,0.0,0.0,1.0,1.0,0.0,2.0,2.0,1.0,2.0,2.0,2.0,6.0,1.0,1.0,0.0,2.0,4.0,4.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,item_1,0,train
796,2.0,1.0,3.0,0.0,0.0,5.0,3.0,2.0,1.0,3.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,2.0,4.0,1.0,1.0,1.0,0.0,item_1,0,train
129,1.0,0.0,4.0,3.0,4.0,3.0,5.0,1.0,3.0,0.0,4.0,3.0,0.0,4.0,2.0,1.0,2.0,0.0,3.0,3.0,1.0,1.0,4.0,1.0,1.0,item_1,0,train
517,2.0,0.0,1.0,2.0,5.0,3.0,2.0,3.0,0.0,1.0,1.0,0.0,4.0,2.0,1.0,3.0,0.0,1.0,3.0,3.0,2.0,3.0,2.0,2.0,1.0,item_1,0,train
100,2.0,2.0,3.0,2.0,5.0,5.0,3.0,2.0,3.0,3.0,4.0,3.0,2.0,1.0,0.0,2.0,3.0,0.0,5.0,2.0,1.0,0.0,0.0,0.0,3.0,item_1,0,train
14,3.0,4.0,3.0,7.0,0.0,3.0,1.0,1.0,6.0,3.0,1.0,1.0,3.0,1.0,0.0,2.0,0.0,1.0,2.0,3.0,2.0,4.0,3.0,3.0,0.0,item_1,0,train
814,1.0,2.0,2.0,1.0,2.0,0.0,0.0,1.0,3.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,4.0,1.0,0.0,2.0,2.0,6.0,2.0,1.0,item_1,0,train
967,2.0,1.0,0.0,4.0,2.0,4.0,2.0,3.0,2.0,0.0,1.0,2.0,2.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,3.0,5.0,4.0,0.0,item_1,0,train
215,2.0,1.0,0.0,2.0,2.0,6.0,5.0,5.0,0.0,2.0,1.0,2.0,4.0,3.0,3.0,2.0,1.0,2.0,0.0,3.0,1.0,2.0,1.0,3.0,2.0,item_1,0,train
646,2.0,1.0,2.0,0.0,2.0,1.0,0.0,8.0,2.0,2.0,2.0,6.0,4.0,1.0,1.0,2.0,1.0,2.0,2.0,3.0,1.0,1.0,0.0,1.0,0.0,item_1,0,train
979,1.0,2.0,3.0,3.0,2.0,0.0,2.0,2.0,3.0,2.0,0.0,2.0,0.0,4.0,3.0,2.0,3.0,2.0,1.0,1.0,2.0,3.0,0.0,7.0,1.0,item_1,0,train
531,0.0,4.0,4.0,3.0,3.0,5.0,1.0,2.0,1.0,4.0,2.0,1.0,1.0,1.0,0.0,4.0,5.0,3.0,4.0,9.0,3.0,0.0,0.0,2.0,0.0,item_1,0,train
864,0.0,1.0,4.0,1.0,1.0,4.0,4.0,1.0,0.0,4.0,3.0,3.0,0.0,0.0,7.0,0.0,2.0,1.0,5.0,0.0,0.0,2.0,3.0,4.0,2.0,item_1,0,train
619,2.0,1.0,0.0,5.0,4.0,2.0,1.0,1.0,1.0,2.0,3.0,2.0,0.0,1.0,4.0,2.0,1.0,3.0,0.0,2.0,2.0,2.0,0.0,3.0,2.0,item_1,0,train
340,3.0,1.0,2.0,6.0,4.0,3.0,1.0,5.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,6.0,2.0,0.0,2.0,4.0,item_1,0,train
352,1.0,4.0,1.0,1.0,1.0,3.0,0.0,2.0,3.0,2.0,4.0,4.0,3.0,3.0,2.0,6.0,2.0,1.0,0.0,2.0,3.0,4.0,2.0,1.0,1.0,item_1,0,train
254,0.0,2.0,0.0,3.0,1.0,5.0,1.0,1.0,2.0,4.0,1.0,1.0,3.0,0.0,0.0,1.0,5.0,1.0,5.0,2.0,3.0,0.0,0.0,1.0,2.0,item_1,0,train
252,1.0,2.0,3.0,3.0,1.0,2.0,2.0,4.0,4.0,3.0,4.0,5.0,4.0,1.0,3.0,0.0,6.0,1.0,0.0,0.0,2.0,1.0,3.0,2.0,0.0,item_1,0,train
862,2.0,2.0,5.0,1.0,0.0,5.0,3.0,2.0,2.0,2.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,2.0,1.0,2.0,0.0,item_1,0,train
592,2.0,0.0,0.0,2.0,3.0,1.0,1.0,4.0,7.0,2.0,4.0,1.0,2.0,2.0,1.0,4.0,3.0,4.0,4.0,3.0,0.0,2.0,1.0,0.0,1.0,item_1,0,train
70,2.0,1.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,4.0,1.0,3.0,2.0,1.0,2.0,6.0,3.0,0.0,item_1,0,train
701,2.0,1.0,1.0,8.0,7.0,2.0,6.0,2.0,1.0,3.0,1.0,3.0,2.0,4.0,2.0,1.0,3.0,4.0,4.0,0.0,2.0,2.0,2.0,3.0,2.0,item_1,0,train
420,3.0,1.0,1.0,0.0,5.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,4.0,1.0,1.0,2.0,3.0,0.0,5.0,2.0,1.0,5.0,2.0,2.0,5.0,item_1,0,train
521,2.0,3.0,3.0,3.0,6.0,6.0,8.0,2.0,1.0,1.0,2.0,3.0,4.0,3.0,3.0,2.0,0.0,5.0,1.0,3.0,0.0,5.0,1.0,0.0,0.0,item_1,0,train
452,3.0,2.0,3.0,0.0,1.0,2.0,3.0,3.0,0.0,3.0,2.0,1.0,2.0,3.0,0.0,3.0,3.0,0.0,1.0,0.0,2.0,2.0,1.0,5.0,1.0,item_1,0,train
39,0.0,3.0,1.0,7.0,2.0,2.0,1.0,2.0,1.0,8.0,3.0,1.0,2.0,0.0,0.0,2.0,2.0,5.0,7.0,2.0,4.0,0.0,3.0,1.0,0.0,item_1,0,train
306,0.0,2.0,4.0,4.0,0.0,4.0,2.0,1.0,4.0,2.0,1.0,3.0,0.0,0.0,0.0,3.0,2.0,0.0,2.0,0.0,2.0,0.0,1.0,4.0,0.0,item_1,0,train
960,2.0,6.0,0.0,2.0,1.0,4.0,0.0,2.0,3.0,3.0,1.0,4.0,6.0,3.0,0.0,1.0,5.0,3.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,item_1,0,train
155,3.0,2.0,0.0,1.0,3.0,4.0,2.0,3.0,4.0,0.0,2.0,3.0,0.0,0.0,0.0,2.0,3.0,1.0,2.0,1.0,3.0,3.0,2.0,4.0,3.0,item_1,0,train
243,1.0,3.0,7.0,3.0,2.0,7.0,3.0,2.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,4.0,2.0,4.0,1.0,0.0,1.0,item_1,0,train
224,2.0,1.0,2.0,7.0,1.0,3.0,1.0,3.0,3.0,2.0,0.0,2.0,1.0,0.0,1.0,3.0,2.0,0.0,1.0,3.0,0.0,3.0,2.0,2.0,4.0,item_1,0,train
543,0.0,2.0,2.0,3.0,1.0,4.0,1.0,3.0,1.0,4.0,2.0,2.0,3.0,0.0,0.0,1.0,3.0,2.0,1.0,4.0,3.0,0.0,5.0,2.0,0.0,item_1,0,train
972,0.0,0.0,3.0,2.0,1.0,3.0,3.0,3.0,2.0,4.0,7.0,1.0,3.0,1.0,3.0,2.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,4.0,1.0,item_1,0,train
28,3.0,2.0,6.0,2.0,3.0,2.0,2.0,4.0,0.0,7.0,1.0,1.0,2.0,1.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,1.0,2.0,4.0,0.0,item_1,0,train
680,1.0,2.0,8.0,2.0,1.0,6.0,2.0,5.0,4.0,3.0,0.0,3.0,3.0,1.0,1.0,2.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,item_1,0,train
863,0.0,3.0,0.0,2.0,1.0,3.0,2.0,4.0,4.0,2.0,1.0,0.0,2.0,2.0,1.0,2.0,6.0,1.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,item_1,0,train
665,0.0,0.0,1.0,4.0,3.0,3.0,2.0,0.0,2.0,4.0,0.0,2.0,2.0,0.0,5.0,3.0,3.0,4.0,1.0,1.0,2.0,4.0,5.0,2.0,1.0,item_1,0,train
417,2.0,2.0,5.0,1.0,1.0,8.0,3.0,5.0,2.0,2.0,1.0,1.0,2.0,0.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,0.0,2.0,2.0,item_1,0,train
107,0.0,1.0,3.0,1.0,1.0,3.0,1.0,4.0,0.0,3.0,1.0,8.0,2.0,4.0,1.0,3.0,1.0,1.0,3.0,4.0,2.0,0.0,3.0,2.0,4.0,item_1,0,train
80,2.0,1.0,5.0,1.0,2.0,1.0,2.0,3.0,2.0,3.0,1.0,1.0,2.0,1.0,4.0,0.0,1.0,0.0,2.0,0.0,2.0,3.0,2.0,1.0,1.0,item_1,0,train
43,0.0,5.0,5.0,3.0,2.0,4.0,0.0,4.0,2.0,3.0,0.0,3.0,4.0,0.0,0.0,0.0,3.0,0.0,4.0,0.0,3.0,1.0,2.0,1.0,1.0,item_1,0,train
774,4.0,2.0,3.0,1.0,0.0,2.0,0.0,1.0,3.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,2.0,3.0,1.0,6.0,2.0,item_1,0,train
481,0.0,3.0,3.0,2.0,0.0,2.0,0.0,0.0,3.0,6.0,2.0,3.0,3.0,3.0,3.0,2.0,0.0,1.0,1.0,3.0,6.0,0.0,1.0,0.0,0.0,item_1,0,train
942,2.0,5.0,5.0,2.0,1.0,4.0,1.0,2.0,2.0,3.0,1.0,0.0,0.0,1.0,2.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,4.0,1.0,4.0,item_1,0,train
116,1.0,1.0,3.0,3.0,1.0,4.0,3.0,5.0,0.0,5.0,3.0,0.0,0.0,2.0,3.0,1.0,2.0,1.0,3.0,1.0,0.0,2.0,1.0,4.0,3.0,item_1,0,train
299,3.0,6.0,4.0,1.0,0.0,7.0,3.0,4.0,1.0,1.0,1.0,0.0,1.0,2.0,3.0,2.0,4.0,5.0,4.0,1.0,2.0,1.0,5.0,0.0,1.0,item_1,0,train
649,2.0,1.0,3.0,2.0,0.0,2.0,2.0,2.0,0.0,3.0,3.0,2.0,3.0,1.0,0.0,1.0,2.0,3.0,4.0,4.0,1.0,1.0,0.0,3.0,0.0,item_1,0,train
407,0.0,1.0,0.0,2.0,1.0,2.0,2.0,0.0,0.0,1.0,4.0,0.0,3.0,2.0,1.0,3.0,4.0,2.0,4.0,5.0,4.0,3.0,1.0,1.0,3.0,item_1,0,train
248,1.0,2.0,1.0,4.0,1.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,2.0,2.0,5.0,1.0,2.0,1.0,3.0,7.0,6.0,item_1,0,train
154,3.0,0.0,5.0,0.0,0.0,2.0,2.0,2.0,5.0,3.0,0.0,2.0,2.0,2.0,0.0,3.0,1.0,3.0,7.0,4.0,1.0,2.0,1.0,2.0,0.0,item_1,0,train
621,1.0,1.0,0.0,1.0,0.0,5.0,3.0,4.0,2.0,1.0,1.0,2.0,1.0,3.0,2.0,5.0,3.0,5.0,2.0,0.0,2.0,5.0,2.0,3.0,3.0,item_1,0,train
954,0.0,2.0,4.0,2.0,3.0,5.0,0.0,4.0,0.0,0.0,3.0,2.0,3.0,1.0,2.0,1.0,2.0,2.0,4.0,3.0,3.0,0.0,3.0,1.0,1.0,item_1,0,train
327,2.0,0.0,0.0,4.0,0.0,4.0,1.0,0.0,0.0,3.0,0.0,3.0,1.0,3.0,3.0,3.0,2.0,4.0,3.0,1.0,4.0,1.0,1.0,1.0,0.0,item_1,0,train
158,2.0,3.0,2.0,2.0,3.0,1.0,0.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,9.0,5.0,4.0,1.0,5.0,1.0,5.0,3.0,1.0,1.0,0.0,item_1,0,train
607,4.0,7.0,4.0,2.0,2.0,5.0,5.0,2.0,0.0,1.0,3.0,1.0,1.0,2.0,2.0,1.0,5.0,4.0,1.0,1.0,1.0,3.0,0.0,2.0,3.0,item_1,0,train
912,1.0,1.0,2.0,4.0,2.0,2.0,2.0,3.0,2.0,0.0,1.0,1.0,2.0,0.0,0.0,3.0,2.0,1.0,3.0,2.0,3.0,1.0,1.0,1.0,4.0,item_1,0,train
964,1.0,3.0,3.0,2.0,2.0,4.0,0.0,2.0,1.0,3.0,2.0,3.0,4.0,2.0,3.0,2.0,1.0,0.0,1.0,0.0,3.0,1.0,1.0,2.0,1.0,item_1,1,train
184,1.0,0.0,2.0,3.0,1.0,2.0,0.0,1.0,4.0,2.0,2.0,5.0,0.0,0.0,1.0,1.0,6.0,1.0,3.0,1.0,1.0,2.0,5.0,1.0,1.0,item_1,0,train
968,5.0,3.0,2.0,5.0,2.0,5.0,0.0,4.0,3.0,1.0,1.0,3.0,2.0,3.0,1.0,1.0,0.0,0.0,2.0,3.0,3.0,2.0,1.0,1.0,1.0,item_1,0,train
685,0.0,5.0,4.0,3.0,1.0,2.0,0.0,0.0,3.0,4.0,3.0,6.0,1.0,0.0,2.0,1.0,2.0,2.0,2.0,4.0,0.0,2.0,3.0,3.0,3.0,item_1,0,train
368,1.0,1.0,1.0,4.0,8.0,4.0,0.0,2.0,2.0,2.0,1.0,2.0,2.0,4.0,0.0,1.0,2.0,2.0,0.0,2.0,1.0,2.0,2.0,0.0,4.0,item_1,0,train
222,0.0,1.0,1.0,6.0,3.0,3.0,5.0,1.0,0.0,1.0,0.0,2.0,1.0,2.0,0.0,3.0,6.0,1.0,6.0,2.0,6.0,5.0,1.0,2.0,0.0,item_1,0,train
765,2.0,5.0,1.0,2.0,1.0,0.0,5.0,0.0,1.0,1.0,6.0,0.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,3.0,0.0,item_1,0,train
378,1.0,0.0,5.0,2.0,2.0,1.0,1.0,3.0,2.0,1.0,2.0,2.0,1.0,0.0,1.0,3.0,6.0,4.0,2.0,2.0,2.0,1.0,1.0,0.0,1.0,item_1,0,train
700,2.0,0.0,4.0,2.0,0.0,5.0,4.0,3.0,0.0,5.0,1.0,0.0,1.0,0.0,3.0,5.0,2.0,4.0,2.0,2.0,0.0,2.0,2.0,1.0,0.0,item_1,0,train
77,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,5.0,2.0,1.0,1.0,1.0,0.0,3.0,2.0,1.0,0.0,5.0,3.0,3.0,1.0,3.0,1.0,item_1,0,train
780,1.0,0.0,2.0,3.0,4.0,2.0,4.0,2.0,2.0,5.0,0.0,1.0,1.0,0.0,2.0,3.0,1.0,1.0,2.0,2.0,1.0,2.0,5.0,1.0,0.0,item_1,0,train
329,4.0,0.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,3.0,2.0,0.0,1.0,1.0,0.0,5.0,1.0,0.0,7.0,item_1,0,train
362,5.0,1.0,2.0,1.0,1.0,3.0,2.0,2.0,0.0,3.0,4.0,5.0,2.0,0.0,0.0,1.0,2.0,2.0,2.0,4.0,1.0,2.0,1.0,1.0,0.0,item_1,0,train
790,0.0,4.0,2.0,3.0,3.0,1.0,2.0,0.0,4.0,4.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,4.0,1.0,0.0,2.0,2.0,item_1,0,train
753,2.0,2.0,4.0,2.0,4.0,2.0,1.0,2.0,2.0,1.0,0.0,2.0,0.0,1.0,1.0,2.0,2.0,0.0,4.0,0.0,0.0,5.0,2.0,4.0,2.0,item_1,0,train
46,6.0,4.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,4.0,2.0,5.0,3.0,4.0,1.0,3.0,2.0,2.0,1.0,2.0,4.0,2.0,0.0,2.0,2.0,item_1,0,train
225,3.0,0.0,7.0,0.0,0.0,2.0,0.0,3.0,1.0,5.0,1.0,3.0,1.0,0.0,0.0,2.0,3.0,0.0,4.0,2.0,1.0,3.0,1.0,4.0,1.0,item_1,0,train
201,0.0,2.0,2.0,6.0,0.0,3.0,2.0,1.0,1.0,1.0,0.0,4.0,4.0,1.0,2.0,2.0,1.0,2.0,2.0,0.0,2.0,2.0,2.0,3.0,4.0,item_1,0,train
591,1.0,0.0,4.0,2.0,2.0,3.0,4.0,1.0,3.0,5.0,3.0,1.0,1.0,2.0,1.0,2.0,0.0,1.0,1.0,1.0,4.0,3.0,0.0,4.0,6.0,item_1,0,train
663,2.0,1.0,0.0,4.0,4.0,4.0,2.0,1.0,0.0,1.0,3.0,5.0,3.0,1.0,0.0,1.0,5.0,1.0,1.0,2.0,2.0,4.0,3.0,0.0,1.0,item_1,0,train
162,2.0,0.0,3.0,5.0,1.0,3.0,3.0,0.0,3.0,1.0,1.0,3.0,1.0,0.0,2.0,2.0,0.0,1.0,0.0,1.0,1.0,3.0,0.0,3.0,3.0,item_1,0,train
811,2.0,4.0,4.0,5.0,1.0,1.0,1.0,3.0,7.0,6.0,1.0,2.0,3.0,2.0,1.0,3.0,1.0,0.0,0.0,2.0,3.0,1.0,2.0,0.0,2.0,item_1,0,train
161,2.0,0.0,3.0,2.0,1.0,2.0,1.0,1.0,4.0,3.0,3.0,2.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,2.0,3.0,3.0,0.0,item_1,0,train
23,3.0,0.0,1.0,4.0,5.0,3.0,4.0,2.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,3.0,1.0,2.0,5.0,2.0,1.0,2.0,2.0,item_1,0,train
976,0.0,0.0,3.0,2.0,2.0,0.0,3.0,1.0,2.0,3.0,2.0,2.0,2.0,0.0,2.0,1.0,3.0,0.0,0.0,1.0,3.0,1.0,6.0,3.0,2.0,item_1,0,train
300,2.0,5.0,2.0,1.0,1.0,2.0,3.0,3.0,1.0,3.0,1.0,1.0,2.0,0.0,0.0,4.0,4.0,4.0,2.0,4.0,6.0,1.0,1.0,1.0,2.0,item_1,0,train
794,0.0,2.0,5.0,1.0,2.0,2.0,0.0,1.0,1.0,1.0,2.0,2.0,5.0,0.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,2.0,5.0,1.0,0.0,item_1,0,train
788,1.0,5.0,2.0,4.0,3.0,3.0,0.0,2.0,2.0,2.0,2.0,2.0,8.0,1.0,3.0,1.0,0.0,5.0,5.0,3.0,7.0,1.0,3.0,0.0,0.0,item_1,0,train
837,3.0,2.0,3.0,2.0,3.0,1.0,1.0,0.0,2.0,4.0,2.0,2.0,0.0,1.0,4.0,3.0,1.0,4.0,5.0,2.0,2.0,4.0,0.0,3.0,2.0,item_1,0,train
993,1.0,0.0,1.0,0.0,3.0,1.0,4.0,2.0,2.0,3.0,2.0,0.0,2.0,2.0,1.0,4.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,2.0,item_1,0,train
882,1.0,1.0,0.0,3.0,3.0,4.0,0.0,4.0,1.0,5.0,0.0,4.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,4.0,0.0,item_1,0,train
