randomstate,svd,cholesky
9627755,12000020,6527740
2866718,561456,7864437
13104080,14290364,16068905
14290364,14290364,12000020
51738,9961796,9627755
8306857,7937462,8306857
39988,23437156,119324
13047090,12578077,15749186
30183,12812550,18335634
23395680,119324,10637766
9520360,7937462,7747374
8306857,17878931,17878931
12812550,7631105,22628
119324,18692431,15717943
10576365,14061955,8755785
7090447,2914097,2914097
12812550,119324,10576365
2914097,7631105,20613470
9593911,51738,15749186
15749186,7631105,2866718
30183,119324,9460487
7937462,13104080,24765
15749186,7937462,2802316
13047090,7740152,22328546
8709527,13047090,13047090
8492825,9520360,1217100
9593911,17878931,24765
14290364,23437156,18635016
17675462,12812550,9627755
4502507,10637766,7740152
30183,2866718,51737
693208,6567017,13047090
12578077,9520360,2767052
22232,2914097,28187
22232,6442769,9520360
13104080,18710190,12127810
345627,15749186,345627
9520360,7937462,9520360
14061955,13104080,51737
2866718,9593911,12812550
14061955,23395680,693208
15749186,10637766,15749186
2914097,13047090,9627755
22232,12127750,12127810
12812550,23395680,39988
12000020,12127750,22232
4502507,561456,1162543
11387515,15749186,15749186
12812550,10576365,7937462
14290364,51737,6527740
12812550,23437156,23395680
13206900,14061955,9627755
30183,6931356,30183
4502507,2914097,2767052
39988,51737,38709
2282133,6442769,2914097
2866718,2866718,23395680
2914097,693208,14061955
10429045,4502877,15749186
17347389,24768,2767052
9520360,9520360,256683
8709527,10194157,15749186
1217100,119324,9520360
18460392,17347389,23395680
18635016,2866718,16068905
119324,8492825,23395680
256683,10576365,256683
13335037,7260188,38709
18460392,9520360,9520360
6442769,9593911,20613470
18335634,13206900,17675462
4268157,6339664,9520360
4268157,9627755,2767052
10637766,7791997,256683
12000020,22918050,17347389
14061955,51738,9593911
7937462,2866718,13335037
18006496,12812550,12812550
12127810,51738,39988
12000020,9627755,7740152
15749186,14290364,10576365
9593911,18635016,693208
7791997,345627,7747374
18460392,18006496,15717943
1217100,9627755,2914097
22232,12812550,13047090
9961796,693208,4268157
13047090,18635016,18460392
6752378,6752378,8755785
12000020,4268157,2767052
22918050,13104080,13047090
9593911,13104080,18635016
7747374,9593911,11870085
4502507,22232,1217100
24765,9593911,1326258
22232,18460392,12000020
22232,12127810,12127750
9593911,24770,6442769
119324,23437156,693208
22328546,51737,51738
1326258,14290364,12000020
8709527,8709527,11870085
1217100,10637766,1217100
9961796,13104080,38709
15749186,51737,12000020
13104080,22918050,18460392
18635016,17347389,345627
22232,10637766,15749186
9627755,9627755,30183
13104080,17675462,9593911
9520360,13104080,1217100
15749186,15749186,49750
119324,7937462,14290364
13047090,1326258,13047090
11387515,18335634,10637766
256683,12127810,119324
9520360,7747374,6567017
13104080,11387515,12000020
2914097,4268157,51738
18460392,1326258,39988
18006496,22918050,8755785
13414446,7631105,22918050
45978,4502877,13047090
2866718,17878931,9627755
23395680,1326258,23395680
12000020,693208,693208
6931356,2914097,2866718
7631105,2866718,15749186
14061955,7896527,13104080
9627755,8492825,693208
15749186,15749186,15749186
6487308,6527740,5996153
23395680,18006496,23395680
9520360,15749186,9520360
15749186,6527740,23437156
693208,12127750,22232
7937462,7631105,15749186
22918050,1326258,17347389
17878931,6931356,14290364
30183,16068905,15749186
7747374,1162543,9593911
4268157,23395680,13047090
30183,3975774,345627
8709527,4502507,693208
12812550,10429045,15749186
15749186,38709,18460392
13104080,7937462,9593911
18692431,119324,22328546
2914097,9520360,51737
17675462,2866718,119324
12127810,12578077,14290364
345627,345627,15749186
22918050,9593911,9593911
10637766,10576365,1326258
6936382,13047090,6936382
24765,12000020,9593911
7791997,7631105,22232
18006496,8306857,693208
13206828,12812550,693208
6936382,12578077,119324
6482837,1326258,9593911
13104080,17675462,13414446
9593911,9520360,119324
39988,8490112,45978
30183,10637766,2914097
18335634,15749186,13335037
18006496,693208,23395680
7740152,10429045,9627755
12127750,2282133,7740152
23395680,18335634,18335634
22918050,23395680,22918050
8709527,12000020,9627755
13206828,345627,14061955
12127810,2914097,14061955
15749186,24765,12000020
13047090,17675462,4268157
18635016,22918050,9627755
15717943,2282133,10637766
8755785,18460392,17347389
9961796,1326258,2914097
4502507,345627,2914097
13047090,23395680,10025305
18460392,12000020,15717943
17347389,15749186,9593911
5996153,15749186,1326258
9593911,9593911,693208
22328546,14061955,14061955
18635016,18335634,24768
345627,15749186,2767052
10194157,18635016,15717943
13047090,452306,15749186
11387515,4502877,23437156
51737,14061955,2767052
2914097,39988,2914097
23395680,119324,4268157
18006496,12000020,15749186
7747374,9593911,17675462
23437156,13104080,12000020
17347389,12000020,2767052
7937462,18635016,8306857
9593911,9593911,22918050
13047090,693208,693208
9593911,6442769,9593911
22918050,14290364,693208
9520360,4502507,8709527
51737,9627755,7937462
9520360,9593911,9520360
51737,5996153,693208
452306,39988,4502877
10576365,17347389,17347389
8709527,2914097,1326258
15749186,12127810,9627755
119324,12578077,119324
30183,10637766,39988
8492825,9961796,7937462
22918050,22918050,9593911
2866718,693208,7090447
17347389,15749186,15749186
7740152,12127750,9520360
256683,10576365,2767052
10429045,13104080,12000020
13104080,17675462,15749186
4502507,9520360,12000020
23395680,13104080,20613470
14061955,9593911,9593911
2914097,99561,7631105
6442769,18460392,693208
39988,7090447,9593911
18460392,13104080,22232
12000020,2914097,10576365
9520360,7937462,2767052
10637766,10194157,8709527
14290364,9627755,9627755
16248068,8709527,2767052
7864437,2914097,9627755
13104080,22918050,10637766
22918050,22918050,9593911
8709527,22918050,15749186
17347389,18006496,7864437
17878931,22918050,15749186
693208,7896527,24765
23395680,7747374,1217100
345627,1162543,256683
119324,15717943,17347389
693208,2866718,2914097
4502507,12812550,12812550
12812550,9593911,9593911
693208,256683,6752378
12000020,12578077,12000020
22918050,119324,8755785
2866718,9593911,9593911
2802316,9593911,15749186
119324,18635016,9593911
22918050,14061955,11387515
256683,9593911,14061955
12000020,18335634,12812550
2866718,9593911,12000020
1217100,9961796,12812550
2914097,1326258,9593911
7747374,9520360,119324
119324,15749186,2866718
2282133,2282133,39988
45978,4268157,12000020
7937462,13206760,14061955
5996153,10429045,2914097
22918050,9520360,9593911
22232,2866718,2866718
13414446,9627755,18460392
30183,24765,2866718
22918050,256683,12000020
39988,17347389,256683
20613470,14290364,11387515
7740152,6931356,51738
7864437,10429045,18635016
12812550,13047090,12812550
9593911,18635016,12812550
8709527,22232,51738
11614718,12812550,4268157
7631105,2914097,14061955
23395680,9627755,6148028
15717943,9627755,6936382
9593911,9520360,4502507
15749186,13206900,14290364
38709,15749186,15749186
1217100,561456,6442769
693208,2914097,256683
6442769,6442769,2914097
9961796,13206900,8755785
17675462,256683,24765
12812550,9627755,9627755
9593911,9593911,12000020
14290364,17878931,22232
8709527,9593911,2767052
1326258,8709527,9961796
6527740,8709527,256683
9593911,10429045,24765
12000020,8755785,12000020
12812550,22918050,13047090
12000020,12000020,2914097
13206828,10576365,2767052
13047090,13206900,18006496
4268157,9520360,13414446
1217100,7937462,2866718
345627,8755785,11870085
9593911,8709527,6442769
15749186,2866718,14290364
4502507,22232,9593911
693208,8755785,9593911
6482837,6339664,38709
12812550,10507293,17347389
17675462,30183,2767052
22918050,12127750,8709527
7937462,7631105,7937462
9520360,693208,10576365
20613470,20613470,20613470
20613470,23395680,7937462
12812550,14061955,693208
9520360,12812550,3975774
693208,693208,693208
693208,22918050,2767052
8709527,12812550,18335634
12000020,51738,9593911
345627,4502877,9520360
17347389,256683,2767052
15749186,45978,18635016
12000020,13104080,11387515
11387515,14290364,10637766
12000020,7747374,39988
23395680,119324,1326258
6482837,7864437,7631105
4268157,9593911,10637766
18335634,13104080,12812550
18635016,12000020,51738
12812550,39988,2767052
9520360,9520360,2914097
18460392,693208,18460392
15749186,30183,4502877
22918050,119324,693208
12812550,17347389,20613470
3236307,12812550,119324
10576365,45978,13047090
7631105,24765,1326258
2866718,18635016,12000020
9627755,8492825,2866718
4502507,6567017,9593911
9627755,9627755,9627755
4502507,13047090,7747374
51737,13047090,12812550
45978,23437156,51738
13047090,13206760,1326258
4268157,13104080,2767052
10637766,23395680,9593911
9520360,4502507,4502507
7864437,16101128,23395680
9593911,6442769,12000020
18335634,9961796,1326258
17347389,10637766,12812550
15749186,2802316,13047090
2802316,17675462,8709527
22918050,22232,23395680
51738,8755785,18335634
22918050,439288,7171637
45978,693208,693208
7260188,2914097,2914097
1326258,7747374,9593911
7791997,49041,15749186
22918050,4502507,23395680
51737,7937462,693208
30183,12000020,2866718
9593911,9520360,12000020
22232,22232,9593911
13104080,14061955,119324
10637766,45978,12000020
6482837,16068905,11235712
13047090,18635016,6931356
9593911,18635016,6752378
12812550,18635016,18635016
10576365,15749186,14061955
22918050,9520360,693208
693208,22232,12127750
1326258,3975774,256683
2914097,24765,2914097
23395680,7740152,9520360
8709527,6442769,2914097
45978,12812550,2767052
12127750,3975774,7740152
2866718,12127810,22918050
8306857,9593911,9593911
14061955,6527740,2767052
15749186,2866718,39988
39988,10576365,119324
9520360,14290364,2767052
13206900,15749186,12000020
20613470,51737,7896527
14061955,2866718,9593911
9627755,9593911,11870085
13104080,17878931,12000020
7747374,8755785,23395680
2866718,18460392,2767052
6442769,16068905,15717943
16248068,13414446,13414446
9593911,17878931,7937462
10637766,8306857,6148028
428263,428263,7747374
12812550,9961796,9961796
1326258,9520360,24765
693208,9627755,12000020
17675462,30183,17878931
22918050,7937462,22232
13047090,13104080,15749186
2914097,11387515,14290364
22918050,9961796,14290364
51737,11387515,9627755
15749186,8306857,14290364
22232,22232,7864437
13414446,22232,15749186
693208,22232,10194157
51738,9961796,30183
51738,51738,2866718
12812550,13104080,119324
1217100,7864437,7740152
12000020,9593911,693208
256683,1326258,2767052
2866718,7747374,9593911
18335634,3236307,693208
13206828,8492825,15749186
6931356,2914097,30183
693208,1217100,119324
256683,13047090,8755776
693208,693208,24765
12578077,3975774,693208
8490112,15749186,51737
8755785,18635016,693208
18635016,45978,693208
9520360,9520360,13414446
6931356,18460392,12000020
12812550,23437156,24765
9593911,22232,2914097
8492825,22918050,13104080
4502507,12812550,9520360
9961796,2866718,17675462
119324,15749186,9627755
14290364,12000020,17347389
9627755,6936382,17878931
17675462,693208,9593911
18006496,12127810,17347389
8492825,12000020,9593911
2914097,22232,45978
1326258,15749186,15717943
9520360,7631105,256683
14290364,693208,15749186
11614718,6936382,24765
8490112,18006496,15749186
18460392,12000020,15717943
22232,12812550,15749186
6442769,18460392,2914097
7864437,693208,12127810
693208,2914097,693208
8306857,119324,13047090
51738,13047090,10576365
30183,7937462,9520360
10637766,18460392,13104080
693208,693208,13104080
15717943,9627755,15745753
7864437,8755785,12812550
8492825,12000020,12812550
10637766,18635016,10637766
693208,4268157,17675462
2866718,256683,693208
13104080,18335634,13414446
12000020,2866718,452306
99561,4502507,9520360
17675462,9593911,15749186
693208,17347389,9593911
9627755,7747374,6567017
22232,22232,12000020
18460392,9520360,2767052
2866718,9627755,2866718
22232,2914097,256683
119324,24768,7747374
22918050,18692431,15749186
22918050,23395680,23395680
9593911,6442769,11870085
12578077,6487308,7937462
6936382,18692431,10637766
22232,2914097,22232
9593911,24765,13047090
10637766,9520360,9520360
13047090,17347389,12000020
7937462,7896527,693208
24765,24768,18460392
23395680,7747374,12812550
561456,7791997,11870085
23395680,6567017,9520360
10429045,9593911,23395680
24768,7864437,24765
22232,9520360,10637766
12000020,6442769,2914097
18335634,119324,119324
119324,18006496,17878931
693208,18460392,18460392
8492825,22918050,11387515
51737,13047090,2802316
15717943,14290364,119324
9627755,12000020,11387515
51737,4502507,693208
9961796,1326258,12812550
4502507,13414446,9520360
14061955,24765,7735333
22232,1217100,20613470
18335634,7631105,39988
1217100,9520360,11387515
1217100,693208,18460392
11387515,15749186,23395680
15749186,15749186,11870085
2802316,7747374,7740152
11614718,2802316,5996153
30183,9593911,7937462
51738,9961796,13104080
13047090,39988,14290364
9593911,9593911,22918050
13104080,7937462,7937462
18006496,10576365,13206900
9593911,22918050,3777732
12127750,4502507,7791997
12812550,11387515,7631105
10576365,10576365,22918050
14061955,693208,2802316
7937462,7937462,4268157
24768,16101128,23437156
9593911,12812550,12812550
12000020,10576365,12000020
693208,13104080,14290364
14290364,7090447,6527740
693208,693208,9593911
18006496,9520360,20613470
24765,13047090,14290364
10576365,22328546,10429045
17347389,8306857,11387515
45978,345627,345627
4268157,18335634,2767052
12127750,1326258,9520360
12000020,9520360,9520360
8755785,9593911,23395680
10507293,14290364,2866718
17347389,14061955,14290364
119324,22918050,9627755
12127810,13206900,14290364
17878931,24768,15749186
18460392,9627755,9627755
45978,693208,693208
9593911,7937462,9593911
11387515,119324,12127810
2866718,9961796,15749186
17878931,4268157,15749186
30183,24768,119324
15749186,51738,9593911
693208,693208,693208
18692431,9520360,51738
10637766,18460392,15749186
9627755,9961796,23395680
9520360,7937462,51737
9961796,119324,14290364
9627755,15749186,11387515
7090447,17878931,22232
24768,9593911,7631105
14061955,23395680,51738
7937462,8709527,22232
11387515,256683,12812550
2914097,7260188,2914097
17347389,15749186,2866718
22918050,5996153,5996153
9593911,22918050,13047090
6527740,7631105,12812550
9520360,30183,1217100
24768,22328546,22328546
2802316,5996153,2767052
12812550,12812550,17878931
693208,119324,13206900
7937462,4502507,24765
8755776,13104080,12812550
9593911,9593911,11870085
7937462,10576365,15749186
9520360,4502507,9593911
16068905,18335634,9593911
13414446,18635016,11387515
8709527,30183,2767052
7631105,9520360,9961796
22232,99561,22918050
12578077,24765,2767052
45978,20613470,345627
20613470,17347389,2767052
4268157,14290364,20613470
30183,22918050,2866718
439288,6482837,2767052
30183,345627,11870085
22232,18006496,7735333
4502507,4502507,256683
9961796,345627,119324
9593911,2866718,18635016
9961796,8492825,9593911
1217100,693208,439288
9627755,9961796,28187
10637766,345627,10637766
9593911,9593911,23437156
119324,9627755,13104080
561456,4502507,9520360
11387515,6567017,13047090
7937462,9520360,12812550
4502507,9520360,51737
12000020,23395680,12000020
2914097,693208,9520360
12000020,7864437,18635016
24765,9593911,9520360
9593911,8306857,4502877
10194157,1217100,15745753
18335634,15749186,15749186
6442769,6442769,2914097
15749186,51738,1217100
8490112,15749186,12000020
9520360,9520360,9520360
10637766,13104080,9593911
693208,18006496,6567017
12812550,6567017,12812550
17878931,15749186,2767052
9520360,12812550,23395680
4374400,13104080,7864437
7791997,15749186,6752378
51738,8755785,14290364
9520360,1217100,30183
22232,6527740,5996153
10576365,345627,2866718
10576365,45978,51738
18335634,17347389,1326258
693208,7631105,9520360
11614718,1326258,12000020
9593911,11387515,693208
15749186,5996153,2866718
14290364,30183,693208
9593911,15749186,9520360
12000020,4502507,2767052
13047090,7791997,15749186
9593911,8492825,12812550
30183,13104080,12812550
693208,13414446,9520360
9520360,1217100,2767052
38709,9627755,15749186
7937462,10576365,7740152
9627755,18460392,11387515
15749186,8709527,22232
22232,22918050,14061955
24765,12000020,1326258
6527740,1326258,13047090
4502507,12000020,14290364
2914097,51737,51737
12127810,28194,119324
2914097,9520360,2767052
12000020,17675462,12000020
18006496,4502877,693208
15749186,7090447,693208
13104080,9593911,11387515
8490112,39988,6931356
693208,18635016,6567017
9520360,18460392,15749186
23437156,22918050,22918050
9593911,18692431,9593911
18335634,12812550,23395680
14061955,51738,15749186
4502877,2866718,12812550
7747374,10637766,693208
9627755,693208,9593911
23395680,17878931,6527740
10637766,10637766,12812550
18635016,12000020,693208
9520360,8709527,119324
9627755,8755776,119324
9961796,24765,9627755
15717943,4502877,12812550
24765,2866718,23395680
51737,7864437,12000020
15749186,12812550,12000020
22232,2914097,9520360
10576365,13414446,6148028
11387515,17675462,15749186
9627755,7937462,4268157
13104080,693208,256683
24770,24770,13104080
10637766,11387515,9627755
7747374,22232,13047090
18006496,2282133,18635016
23395680,22918050,23395680
7937462,9520360,10637766
10194157,693208,10637766
1217100,1217100,20613470
5996153,10576365,693208
20613470,9593911,14061955
439288,14290364,14061955
12812550,10025305,693208
2914097,13104080,20613470
18335634,9593911,2767052
15749186,6567017,1326258
17675462,15749186,2767052
2914097,693208,14290364
15749186,51737,17347389
7791997,2866718,9520360
14290364,18335634,693208
345627,30183,9520360
18006496,119324,1326258
12000020,13206828,2767052
8755785,15749186,15749186
7937462,7791997,9520360
12812550,12812550,693208
13206900,256683,256683
14290364,18006496,1326258
14061955,18692431,2866718
1217100,9520360,9593911
12812550,18335634,10637766
7631105,6931356,9593911
561456,13104080,6442769
7171637,7631105,15749186
1326258,18635016,30183
9520360,4502507,51737
45978,2914097,22328546
10576365,22918050,18635016
7937462,9520360,7937462
10637766,10576365,561456
693208,8490112,2914097
14290364,18635016,17347389
8709527,8709527,119324
7937462,1217100,2767052
28194,345627,14061955
17347389,14290364,11870085
18635016,6567017,2802316
439288,6931356,12000020
12127750,561456,6931356
15749186,9961796,12000020
6936382,18006496,18460392
22918050,99561,9520360
15749186,9961796,12000020
18635016,8755785,693208
15749186,14290364,30183
15749186,15749186,119324
22628,15749186,119324
18635016,12812550,23395680
22918050,7864437,12000020
693208,23395680,693208
22918050,13104080,13047090
10576365,12000020,7937462
14290364,18335634,22232
4502507,14290364,9520360
14290364,14290364,13047090
7740152,561456,38709
18335634,5996153,15749186
10576365,119324,10637766
17347389,2914097,9593911
1326258,8709527,2767052
49041,13104080,693208
7631105,12000020,693208
23437156,693208,18006496
39988,15749186,119324
9593911,256683,11870085
22918050,1217100,18635016
1326258,17347389,7747374
1582996,9593911,10429045
17878931,17878931,12000020
8709527,45978,45978
4502507,9593911,9520360
17347389,11387515,4502877
18006496,22328546,2866718
10576365,6752378,2767052
30183,1326258,15749186
18460392,11387515,24765
38709,13206760,18460392
256683,17878931,12000020
7937462,13104080,30183
119324,7937462,119324
6482837,6931356,9593911
13206760,18635016,693208
7937462,7937462,22328546
693208,12812550,693208
4502507,256683,693208
6931356,11870085,15749186
12812550,13047090,11870085
4502507,12812550,256683
9593911,9593911,18335634
39988,13047090,8755785
7090447,17347389,17347389
2802316,2866718,51738
6936382,9627755,9627755
2866718,7740152,12000020
7937462,9520360,45978
1162543,428263,9520360
18006496,119324,12000020
6567017,6567017,3777732
39988,18335634,2767052
22232,2914097,20613470
2914097,15749186,9627755
8709527,13047090,11387515
20613470,1217100,9593911
30183,4502507,2767052
22918050,51738,2767052
39988,30183,1326258
51737,14290364,7631105
22918050,22918050,13104080
12578077,1217100,693208
345627,51738,8709527
8492825,9961796,1162543
13047090,9627755,7864437
16101128,18710190,1162543
14061955,22328546,693208
51737,18460392,12812550
12578077,693208,7747374
9520360,17878931,12578077
11614718,24765,2914097
13047090,51737,2767052
2866718,4268157,30183
22328546,22918050,1326258
256683,22918050,13104080
10194157,6931356,10576365
12000020,12812550,2767052
6931356,12000020,10194157
9520360,1162543,7260188
693208,12127750,693208
12000020,18635016,1326258
45978,8306857,12812550
12812550,15749186,15749186
9593911,22918050,9593911
9627755,10194157,14290364
30183,30183,2767052
22918050,14061955,2767052
24770,24765,9593911
15749186,2914097,13414446
4502507,12578077,20613470
9593911,693208,693208
18635016,13047090,6442769
2914097,51737,22918050
15749186,7791997,12000020
23395680,7747374,23395680
22232,13047090,693208
22232,6527740,345627
7791997,12127750,9520360
17347389,119324,12000020
18006496,4268157,4268157
22232,24765,8755785
6482837,23395680,30183
9520360,7937462,12000020
2802316,6527740,119324
30183,51737,23437156
10576365,13047090,17347389
7937462,18006496,9520360
15749186,693208,693208
7937462,18460392,9520360
22918050,18006496,2914097
15749186,9593911,256683
693208,12127810,6936382
22918050,693208,693208
8306857,119324,2767052
9520360,7937462,693208
10637766,12127750,12000020
693208,693208,12812550
18006496,1326258,18635016
256683,13104080,7937462
693208,12000020,11870085
439288,13104080,693208
7740152,14061955,9593911
18006496,9593911,17878931
2866718,9520360,7740152
18335634,30183,7747374
10576365,9627755,23395680
17675462,18460392,14061955
8709527,119324,15749186
51738,9961796,22918050
693208,7937462,10637766
6567017,6442769,2914097
15749186,10576365,693208
13206828,12000020,9593911
11387515,14290364,2767052
9520360,9593911,12000020
13206900,24765,24765
2914097,693208,693208
7937462,12000020,2767052
4502507,7747374,11870085
10637766,13206828,23395680
23395680,20613470,9593911
256683,693208,119324
10576365,17347389,693208
12000020,12000020,119324
8709527,18006496,17347389
9520360,2802316,18460392
23395680,7090447,17347389
6752378,256683,6567017
7747374,7747374,693208
9520360,1217100,15717943
10576365,13104080,8492825
693208,18335634,693208
10576365,1326258,18460392
9520360,9520360,12000020
9593911,99561,20613470
30183,12812550,14061955
51737,12812550,15749186
45978,119324,12000020
22918050,7791997,9593911
256683,693208,693208
18460392,3236307,1217100
22918050,6442769,9520360
18635016,22918050,12000020
9593911,9593911,8709527
13206900,8755785,13414446
7631105,7937462,693208
11387515,119324,9593911
7090447,6482837,15717943
22918050,17347389,11387515
1326258,15749186,2767052
693208,30183,2767052
10637766,9627755,7747374
22918050,10576365,23395680
6442769,6442769,428263
693208,693208,15749186
561456,12127750,693208
693208,9520360,23395680
17347389,10025305,7747374
7937462,9520360,9520360
4268157,2914097,9593911
1326258,1326258,18460392
1326258,14290364,119324
6442769,119324,99561
9593911,2914097,22232
22918050,22918050,256683
256683,18006496,693208
1326258,17347389,6527740
18460392,1326258,23395680
15749186,9593911,15749186
119324,119324,39988
51738,119324,18335634
2914097,2914097,2914097
14061955,12000020,15749186
51738,12000020,1326258
4268157,12578077,15749186
51738,1326258,15749186
9593911,6482837,9520360
14290364,13206900,17878931
7937462,51738,15749186
18460392,8755785,6931356
18335634,22918050,39988
14061955,8306857,11870085
13206760,10576365,18006496
51737,18692431,8709527
7631105,13047090,51738
6752378,51738,345627
18692431,15749186,4502877
12578077,15717943,17878931
4502507,345627,693208
2914097,51738,2914097
22232,6482837,17347389
10576365,693208,5996153
13414446,693208,9593911
7631105,9520360,18460392
30183,9593911,11870085
51738,18460392,2914097
119324,13206828,22918050
99561,2914097,17878931
693208,1217100,12812550
14290364,14290364,256683
12812550,693208,693208
1326258,4502507,11614718
22918050,6752378,12812550
9593911,39988,693208
10637766,10576365,15749186
18006496,1326258,7747374
18335634,3236307,6931356
23395680,11387515,15749186
15749186,18635016,6148028
6752378,8755785,693208
30183,13414446,51737
12127750,10637766,7740152
693208,1326258,693208
14290364,13206828,12000020
51738,13206900,119324
22918050,22918050,18460392
4502877,12578077,11870085
51738,9593911,9593911
9627755,9593911,12000020
6567017,15749186,13414446
30183,2866718,693208
14290364,14290364,12000020
1326258,2802316,39988
22918050,51737,18006496
13414446,693208,2767052
1217100,5996153,2914097
345627,7937462,9520360
11387515,22328546,119324
22328546,693208,6527740
9593911,24768,30183
14290364,6527740,15749186
14290364,1326258,9520360
24768,6931356,693208
9593911,9593911,256683
9961796,15749186,15749186
6567017,7090447,6567017
2120932,4502507,11387515
4502507,18635016,9520360
1217100,22232,15717943
9520360,3777732,2914097
4502507,13104080,7740152
22918050,7937462,18635016
18006496,12000020,22328546
1217100,45978,9520360
8306857,9593911,23395680
28194,1326258,15749186
22232,22232,13414446
9593911,14290364,9593911
13104080,9627755,39988
13047090,18006496,8709527
12812550,2866718,693208
13047090,13047090,12000020
12812550,13206828,119324
12000020,15749186,693208
22918050,12000020,13047090
2866718,22918050,18635016
10637766,256683,693208
12127810,12000020,9627755
7631105,16248068,11387515
9627755,15749186,9520360
3777732,12812550,9593911
16068905,10576365,12812550
4502507,9520360,15749186
345627,3975774,7740152
4502507,7747374,11387515
22232,22232,2914097
9627755,345627,18335634
22918050,23395680,22918050
693208,15749186,12000020
1326258,15749186,15749186
10429045,6442769,9520360
7937462,693208,15749186
24768,23395680,7631105
18460392,14290364,2767052
119324,18460392,51737
18635016,17878931,10576365
22232,22232,7896527
23437156,24765,10576365
22232,2914097,16248068
119324,11387515,51737
23437156,13047090,14061955
9593911,119324,15749186
7747374,9593911,15745753
8709527,18006496,18006496
7090447,14290364,9627755
9520360,1217100,9593911
7747374,14290364,7747374
24768,22232,12000020
10637766,10637766,1217100
4502507,9520360,12812550
1326258,22918050,51738
9961796,16068905,693208
2914097,693208,9520360
119324,6931356,51738
9593911,11387515,6567017
15749186,18335634,693208
2914097,9961796,9627755
2866718,10576365,693208
9961796,14061955,12127810
345627,9520360,7740152
9593911,22232,1326258
9593911,18635016,17347389
23395680,11387515,452306
693208,4502877,119324
22232,24765,693208
30183,9520360,24765
12000020,39988,14290364
17347389,439288,14290364
12127810,7740152,8492825
7631105,22918050,12812550
2866718,17347389,12000020
18006496,23395680,15749186
561456,10637766,14290364
22918050,9593911,51737
14290364,14290364,24765
3975774,18006496,12000020
13104080,2914097,693208
4268157,23437156,8709527
18006496,119324,5996153
3975774,7747374,7740152
10576365,256683,10576365
20613470,12127810,18335634
6527740,10637766,12000020
15749186,17347389,12000020
18635016,8755785,12000020
345627,2866718,14061955
11614718,22918050,693208
119324,13104080,15749186
15749186,12127810,15749186
22232,9520360,2767052
22918050,2866718,693208
99561,22918050,7747374
13047090,256683,2767052
51737,9593911,2767052
14290364,13206828,13104080
345627,6148028,9593911
38709,9593911,17347389
14290364,7631105,9520360
17347389,14061955,11387515
8755776,9961796,11235712
15749186,13414446,2767052
13047090,13047090,13047090
15749186,14061955,15749186
7791997,2866718,119324
10576365,15749186,2767052
7791997,10576365,256683
7937462,23437156,9593911
13414446,9627755,6148028
18635016,9961796,7747374
18006496,13104080,15749186
30183,693208,693208
345627,2914097,12000020
9627755,6482837,9520360
24765,2914097,51737
18460392,51738,7747374
15749186,22232,439288
12127810,13414446,12000020
16143347,23395680,18635016
12812550,18006496,17675462
256683,14061955,9593911
452306,13047090,24765
1326258,345627,9520360
10637766,23395680,256683
22918050,4502507,693208
1326258,23395680,9593911
7090447,693208,693208
2914097,18692431,2914097
17347389,13104080,9593911
11387515,23395680,18006496
20613470,22232,12000020
7747374,99561,51738
12578077,4502507,9520360
12812550,18006496,18006496
9520360,1217100,9520360
18335634,22232,15749186
51737,4502877,693208
1326258,9520360,7791997
6931356,9961796,10637766
10576365,9627755,13104080
12000020,51738,9627755
51737,13047090,15749186
15749186,345627,15749186
693208,693208,15749186
4268157,4268157,2767052
6527740,8306857,14290364
9627755,18006496,17675462
22232,2914097,693208
24770,24770,693208
22918050,8755785,4502507
10637766,9593911,22918050
13104080,2914097,9593911
22918050,18006496,22918050
23437156,22918050,45978
14290364,23437156,9627755
8755785,6752378,693208
99561,22232,15749186
14290364,12812550,13104080
9520360,11387515,11387515
10637766,22918050,13104080
693208,13104080,693208
17347389,23437156,119324
18635016,18335634,6567017
9520360,4502507,4502507
13206828,14061955,13047090
15749186,14290364,15749186
10576365,12127750,7260188
13206828,18635016,12000020
24768,39988,18635016
2866718,2866718,39988
16068905,13047090,9520360
2914097,11387515,7937462
9520360,4502507,11387515
8709527,11387515,6527740
2914097,12000020,7740152
15749186,15749186,12812550
1217100,9520360,17878931
9593911,1217100,20613470
10637766,12812550,693208
7791997,9520360,2914097
17878931,7864437,11235712
12000020,10637766,2767052
22918050,13104080,22918050
14290364,17878931,51737
693208,10507293,8755776
12127750,7791997,4502507
12812550,13206900,2767052
9627755,8306857,2767052
12127810,12127810,9520360
10194157,3777732,2767052
7937462,7631105,9520360
45978,18006496,23437156
39988,7090447,2767052
10576365,11387515,7937462
8490112,119324,9961796
5996153,14290364,15749186
1217100,2914097,20613470
14290364,4502877,8306857
7791997,10576365,11735983
17347389,8306857,7937462
8755785,6567017,9520360
51738,11387515,9961796
20613470,4502877,2767052
15749186,2914097,22232
22918050,9627755,18460392
15717943,51737,9593911
18335634,2914097,22232
14290364,452306,23437156
13104080,119324,9593911
18460392,16248068,2767052
1326258,30183,2767052
13047090,9593911,7090447
9627755,22328546,6936382
28194,18635016,4268157
8709527,119324,12000020
1217100,452306,12000020
12000020,18635016,119324
15749186,2914097,15749186
7937462,7740152,9520360
7631105,8306857,18006496
23395680,9593911,2282133
4502877,18692431,2914097
4268157,2914097,18460392
30183,693208,693208
