randomstate,svd,cholesky
4502877,7740152,7864437
15749186,15749186,16068905
14290364,14290364,12000020
9627755,9961796,9627755
9520360,9520360,8306857
39988,12812550,119324
14290364,18006496,15749186
2866718,30183,18335634
23395680,12578077,10637766
30183,1217100,7747374
4502877,119324,17878931
51738,15749186,22628
22232,119324,15717943
10576365,14061955,8755785
22918050,99561,2914097
18635016,9520360,10576365
9593911,12000020,20613470
30183,51738,15749186
9520360,22918050,2866718
1582996,14061955,9460487
7937462,13104080,24765
15749186,345627,2802316
18635016,20613470,22328546
8709527,13047090,13047090
8492825,6567017,1217100
9593911,24765,24765
14290364,17347389,18635016
1326258,18460392,9627755
4502507,10637766,7740152
18635016,2866718,51737
12000020,10637766,13047090
4502507,10637766,2767052
7937462,22232,28187
7791997,9520360,9520360
2914097,10576365,12127810
18335634,15749186,345627
22232,4502507,9520360
14061955,13104080,51737
2866718,7631105,12812550
14061955,693208,693208
12000020,4502877,15749186
51738,13047090,9627755
22232,119324,12127810
17675462,7747374,39988
18635016,12127750,22232
4502507,10576365,1162543
18335634,119324,15749186
10637766,10576365,7937462
14290364,51737,6527740
5996153,18635016,23395680
12000020,14061955,9627755
51738,15749186,30183
561456,9593911,2767052
18635016,10194157,38709
2282133,1326258,2914097
2866718,2866718,23395680
18006496,22232,14061955
10429045,12812550,15749186
17347389,24768,2767052
38709,9520360,256683
8709527,13206900,15749186
9520360,1217100,9520360
18460392,18460392,23395680
8492825,49041,16068905
12812550,8492825,23395680
4502507,9520360,256683
7631105,5996153,38709
18460392,24765,9520360
2914097,9593911,20613470
18335634,13206900,17675462
4268157,30183,9520360
18335634,9520360,2767052
345627,345627,256683
22232,22232,17347389
14061955,51738,9593911
2866718,345627,13335037
18006496,2914097,12812550
18335634,345627,39988
15717943,14290364,7740152
9520360,14290364,10576365
9593911,15749186,693208
7791997,9520360,7747374
30183,693208,15717943
1217100,17675462,2914097
22232,12812550,13047090
13414446,14290364,4268157
13047090,10429045,18460392
23395680,6752378,8755785
17878931,693208,2767052
2914097,9593911,13047090
9520360,22232,18635016
119324,9593911,11870085
9520360,22232,1217100
7864437,9627755,1326258
1217100,22232,12000020
22232,12127810,12127750
24768,12000020,6442769
12812550,693208,693208
15749186,51737,51738
1326258,14290364,12000020
345627,1162543,11870085
1217100,6567017,1217100
18635016,13104080,38709
13104080,51737,12000020
2914097,22918050,18460392
18635016,119324,345627
2914097,2914097,15749186
2914097,2914097,30183
13104080,9520360,9593911
1217100,13104080,1217100
15749186,12000020,49750
119324,12000020,14290364
18460392,2914097,13047090
10637766,17878931,10637766
18006496,8755776,119324
9520360,9520360,6567017
13104080,23395680,12000020
9627755,12812550,51738
2914097,1326258,39988
7896527,10637766,8755785
13414446,18460392,22918050
13206760,14290364,13047090
2866718,693208,9627755
23395680,1326258,23395680
30183,693208,693208
1217100,7631105,2866718
7631105,22918050,15749186
14061955,12812550,13104080
24770,9593911,693208
15749186,14290364,15749186
2282133,2802316,5996153
23395680,18006496,23395680
38709,9520360,9520360
9593911,24765,23437156
51738,28194,22232
9520360,22918050,15749186
22918050,13104080,17347389
13206900,12000020,14290364
10637766,15749186,15749186
9593911,12127750,9593911
12000020,10637766,13047090
13047090,9593911,345627
9627755,3975774,693208
17878931,22328546,15749186
9593911,38709,18460392
13104080,693208,9593911
11387515,9627755,22328546
4502507,22232,51737
2914097,2866718,119324
17878931,12578077,14290364
9593911,18335634,15749186
22918050,9593911,9593911
7864437,7631105,1326258
6936382,13047090,6936382
23395680,7937462,9593911
7937462,12000020,22232
452306,8306857,693208
13206828,17878931,693208
39988,12578077,119324
6482837,1326258,9593911
7937462,17675462,13414446
9593911,9520360,119324
4502877,693208,45978
13047090,9520360,2914097
13104080,12000020,13335037
9593911,24765,23395680
7740152,9627755,9627755
2282133,12127750,7740152
23395680,10576365,18335634
22918050,18635016,22918050
12000020,9627755,9627755
13206828,2802316,14061955
22232,4268157,14061955
12812550,12000020,12000020
13047090,22918050,4268157
8755785,18635016,9627755
693208,15749186,10637766
8755785,693208,17347389
9961796,1326258,2914097
7937462,12127750,2914097
13047090,15749186,10025305
10576365,12000020,15717943
17347389,17347389,9593911
2866718,15749186,1326258
24768,9593911,693208
9627755,14061955,14061955
18635016,17878931,24768
12812550,12000020,2767052
13335037,1217100,15717943
13047090,13104080,15749186
12812550,11387515,23437156
51737,15749186,2767052
12127810,15749186,2914097
7747374,30183,4268157
18006496,13414446,15749186
22918050,51738,17675462
693208,13104080,12000020
17347389,12812550,2767052
12578077,9520360,8306857
9593911,9593911,22918050
693208,256683,693208
6442769,9593911,9593911
7864437,14290364,693208
9593911,4502507,8709527
11387515,17878931,7937462
22918050,9593911,9520360
51737,5996153,693208
11387515,17878931,4502877
10576365,17347389,17347389
2914097,6442769,1326258
12127750,12127810,9627755
10637766,12578077,119324
41865,7937462,39988
9593911,22232,7937462
22918050,22918050,9593911
51737,693208,7090447
9627755,15749186,15749186
12127750,23395680,9520360
1217100,7937462,2767052
9593911,345627,12000020
119324,39988,15749186
4502507,561456,12000020
7631105,6442769,20613470
14061955,9593911,9593911
14061955,15749186,7631105
12000020,24768,693208
24770,10637766,9593911
10637766,13104080,22232
12578077,18635016,10576365
6567017,14290364,2767052
8709527,14290364,8709527
14290364,9520360,9627755
4502877,13104080,2767052
7864437,2914097,9627755
13104080,4502507,10637766
22918050,22918050,9593911
8709527,15749186,15749186
4268157,23395680,7864437
18335634,22918050,15749186
3975774,2120932,24765
8709527,9593911,1217100
1326258,1162543,256683
119324,2914097,17347389
2914097,2866718,2914097
12812550,9627755,12812550
22918050,9593911,9593911
693208,693208,6752378
18335634,12578077,12000020
13104080,22918050,8755785
2866718,15749186,9593911
2802316,9593911,15749186
11387515,18635016,9593911
22918050,14061955,11387515
256683,9593911,14061955
6527740,693208,12812550
51738,9593911,12000020
1217100,9520360,12812550
13047090,9593911,9593911
9593911,561456,119324
693208,15749186,2866718
2282133,10637766,39988
6936382,4268157,12000020
13206900,18335634,14061955
7740152,17878931,2914097
9520360,7937462,9593911
22232,2866718,2866718
13414446,23395680,18460392
6482837,10637766,2866718
1326258,256683,12000020
39988,13206900,256683
9627755,14290364,11387515
7740152,14290364,51738
14290364,18460392,18635016
15749186,13047090,12812550
9593911,12000020,12812550
8709527,15749186,51738
11614718,15749186,4268157
22232,7631105,14061955
9627755,14061955,6148028
9627755,15717943,6936382
9593911,7937462,4502507
15749186,10637766,14290364
38709,15749186,15749186
256683,561456,6442769
6442769,693208,256683
12000020,2914097,2914097
9961796,13104080,8755785
17675462,30183,24765
51738,10637766,9627755
9593911,9593911,12000020
14290364,23437156,22232
15749186,9593911,2767052
1326258,22328546,9961796
17347389,693208,256683
4502507,1326258,24765
7864437,7937462,12000020
12812550,18335634,13047090
24765,9961796,2914097
13206828,9520360,2767052
18335634,7171637,18006496
7937462,9520360,13414446
1217100,18460392,2866718
12000020,2802316,11870085
9593911,30183,6442769
15749186,9627755,14290364
7937462,6567017,9593911
7171637,8755785,9593911
10576365,10637766,38709
12812550,10507293,17347389
18335634,693208,2767052
22918050,6442769,8709527
2914097,23395680,7937462
23437156,693208,10576365
20613470,22232,20613470
51737,10637766,7937462
3236307,14061955,693208
16248068,9520360,3975774
30183,23395680,693208
693208,12812550,2767052
8709527,119324,18335634
8306857,14061955,9593911
3975774,2802316,9520360
693208,256683,2767052
23437156,45978,18635016
10429045,13104080,11387515
39988,14290364,10637766
2914097,7747374,39988
119324,9627755,1326258
22232,22232,7631105
12812550,12812550,10637766
28194,28194,12812550
18635016,13206900,51738
12812550,14290364,2767052
9520360,22232,2914097
17347389,693208,18460392
1326258,14061955,4502877
11387515,39988,693208
9593911,12812550,20613470
7937462,2914097,119324
10576365,45978,13047090
4502877,24765,1326258
2866718,18635016,12000020
16101128,8709527,2866718
4502507,9520360,9593911
13414446,39988,9627755
12812550,13047090,7747374
51737,15749186,12812550
12812550,23437156,51738
12812550,7937462,1326258
119324,9627755,2767052
3975774,8709527,9593911
9627755,4502507,4502507
23395680,9520360,23395680
9593911,12000020,12000020
12812550,11387515,1326258
17347389,10637766,12812550
345627,345627,13047090
18006496,17675462,8709527
4502877,16101128,23395680
51738,15749186,18335634
22918050,439288,7171637
10637766,693208,693208
15749186,2866718,2914097
13104080,12127750,9593911
7791997,7791997,15749186
9520360,4502507,23395680
9520360,9520360,693208
15717943,2866718,2866718
6567017,7937462,12000020
17347389,99561,9593911
119324,14061955,119324
119324,10637766,12000020
7747374,2802316,11235712
9593911,23395680,6931356
9593911,9627755,6752378
5996153,18635016,18635016
15749186,15749186,14061955
4268157,9520360,693208
12127750,18335634,12127750
6148028,23395680,256683
51737,9627755,2914097
49041,1162543,9520360
8709527,6442769,2914097
45978,439288,2767052
2282133,1162543,7740152
2866718,256683,22918050
12812550,9593911,9593911
12812550,6527740,2767052
15749186,9961796,39988
13104080,10576365,119324
9520360,8492825,2767052
13206900,11387515,12000020
12812550,51737,7896527
14061955,2866718,9593911
12127810,7747374,11870085
15749186,13206900,12000020
8755776,8755785,23395680
9520360,18460392,2767052
2914097,22232,15717943
16248068,13414446,13414446
7864437,6931356,7937462
693208,8306857,6148028
49041,13047090,7747374
119324,9961796,9961796
9520360,7937462,24765
18460392,119324,12000020
17675462,17878931,17878931
2914097,693208,22232
13047090,13104080,15749186
2914097,345627,14290364
9627755,12000020,14290364
51737,15749186,9627755
9520360,8306857,14290364
22232,51737,7864437
9627755,13206900,15749186
22232,9627755,10194157
9627755,9593911,30183
18635016,2914097,2866718
119324,13104080,119324
1326258,7747374,7740152
693208,9593911,693208
2866718,7896527,2767052
12578077,12127750,9593911
18335634,3236307,693208
13206828,8492825,15749186
2914097,1217100,30183
693208,4502507,119324
3777732,693208,8755776
693208,24765,24765
23395680,9520360,693208
8490112,51737,51737
8755785,8755785,693208
18635016,12000020,693208
2914097,9520360,13414446
18335634,12127810,12000020
17347389,24765,24765
13104080,2914097,2914097
10637766,22918050,13104080
4502507,9520360,9520360
9961796,2866718,17675462
9627755,15749186,9627755
14290364,9961796,17347389
18692431,6936382,17878931
17675462,693208,9593911
18006496,12127810,17347389
1217100,12000020,9593911
4502507,2914097,45978
1326258,22918050,15717943
7937462,7631105,256683
18460392,693208,15749186
11614718,6936382,24765
15749186,18006496,15749186
9593911,6442769,15717943
2914097,12812550,15749186
24765,23395680,2914097
15749186,45978,12127810
693208,24770,693208
10637766,4268157,13047090
119324,13047090,10576365
9520360,2866718,9520360
6931356,23437156,13104080
22232,693208,13104080
15717943,11387515,15745753
22328546,8755785,12812550
9593911,6442769,12812550
13047090,18635016,10637766
18692431,9627755,17675462
119324,256683,693208
13104080,13104080,13414446
12000020,2866718,452306
256683,4502507,9520360
18692431,9593911,15749186
693208,693208,9593911
10637766,12000020,6567017
9593911,12000020,12000020
10637766,9520360,2767052
12000020,10637766,2866718
22232,22232,256683
1326258,24768,7747374
22918050,15749186,15749186
22918050,23395680,23395680
2914097,18460392,11870085
7740152,119324,7937462
18335634,12000020,10637766
99561,15749186,22232
10637766,24765,13047090
9520360,9520360,9520360
13047090,693208,12000020
693208,9520360,693208
18635016,16248068,18460392
23395680,23395680,12812550
9520360,7791997,11870085
9520360,9520360,9520360
13206900,9593911,23395680
24768,22918050,24765
15749186,2914097,10637766
12000020,7631105,2914097
13104080,18460392,119324
9627755,18006496,17878931
693208,22232,18460392
8492825,256683,11387515
51737,13047090,2802316
15717943,14290364,119324
24765,13206900,11387515
51737,51737,693208
9961796,9520360,12812550
51738,13414446,9520360
5996153,12812550,7735333
22232,20613470,20613470
8709527,693208,39988
4502507,10637766,11387515
1217100,693208,18460392
12127810,15749186,23395680
15749186,15749186,11870085
7791997,9593911,7740152
12000020,51738,5996153
7937462,256683,7937462
9627755,22918050,13104080
13047090,51738,14290364
7631105,24768,22918050
13104080,17347389,7937462
10576365,23395680,13206900
2914097,693208,3777732
7740152,4502507,7791997
12812550,15749186,7631105
12000020,10576365,22918050
14061955,693208,2802316
9520360,693208,4268157
24768,16101128,23437156
9593911,693208,12812550
10576365,10576365,12000020
7937462,13104080,14290364
9961796,7090447,6527740
4502507,693208,9593911
18335634,18635016,20613470
15749186,13047090,14290364
13104080,13414446,10429045
15749186,8306857,11387515
693208,345627,345627
4268157,2802316,2767052
5996153,30183,9520360
22918050,17347389,9520360
17878931,9593911,23395680
30183,14290364,2866718
17347389,14061955,14290364
15717943,22918050,9627755
14290364,23437156,14290364
18460392,10637766,15749186
15749186,8709527,9627755
99561,693208,693208
9593911,4502507,9593911
1326258,15749186,12127810
2866718,9961796,15749186
693208,693208,15749186
2866718,7735333,119324
13104080,12000020,9593911
693208,15749186,693208
18460392,7747374,51738
17878931,18460392,15749186
9961796,9593911,23395680
1326258,22918050,51737
30183,12000020,14290364
6482837,13206900,11387515
7090447,2282133,22232
22232,9593911,7631105
14061955,23395680,51738
9593911,7937462,22232
17878931,22232,12812550
7937462,2914097,2914097
17347389,14290364,2866718
9593911,5996153,5996153
9593911,23395680,13047090
9520360,22918050,12812550
2866718,2866718,1217100
24768,12127810,22328546
12000020,5996153,2767052
9520360,7937462,17878931
13414446,693208,13206900
9961796,4502507,24765
14061955,13104080,12812550
9593911,9593911,11870085
23395680,10576365,15749186
9593911,4502507,9593911
119324,11387515,9593911
11387515,693208,11387515
22918050,23437156,2767052
51738,13414446,9961796
22232,2914097,22918050
12578077,10637766,2767052
45978,12000020,345627
20613470,17347389,2767052
14290364,18006496,20613470
17878931,13047090,2866718
8709527,6482837,2767052
2282133,30183,11870085
18692431,18006496,7735333
4502507,10637766,256683
5996153,2282133,119324
2866718,2866718,18635016
30183,8492825,9593911
1217100,7937462,439288
18460392,2914097,28187
9627755,14290364,10637766
9593911,14061955,23437156
18335634,119324,13104080
12127750,2866718,9520360
119324,38709,13047090
18460392,9520360,12812550
4502507,51737,51737
6931356,23395680,12000020
9520360,7631105,9520360
18006496,51737,18635016
12000020,9593911,9520360
9593911,12000020,4502877
2914097,1217100,15745753
22232,15749186,15749186
2914097,2914097,2914097
10576365,4502877,1217100
9627755,9593911,12000020
7937462,7631105,9520360
30183,10637766,9593911
18006496,12812550,6567017
12812550,23437156,12812550
18006496,15749186,2767052
7631105,22918050,23395680
9627755,13104080,7864437
4502877,12812550,6752378
51738,8755785,14290364
18635016,30183,30183
9593911,2914097,5996153
10576365,345627,2866718
12812550,45978,51738
30183,13206900,1326258
7631105,6567017,9520360
11614718,1326258,12000020
9593911,18335634,693208
15749186,5996153,2866718
14290364,9627755,693208
7937462,9520360,9520360
23395680,4502507,2767052
2866718,3975774,15749186
693208,9627755,12812550
13104080,13047090,12812550
7937462,4502877,9520360
9627755,22918050,2767052
9627755,7631105,15749186
2866718,9520360,7740152
18460392,23395680,11387515
15749186,8709527,22232
22232,22918050,14061955
24765,7747374,1326258
1326258,1326258,13047090
4502507,51737,14290364
4502507,51737,51737
119324,9627755,119324
12127750,8709527,2767052
2866718,693208,12000020
18006496,17347389,693208
693208,7090447,693208
13104080,9593911,11387515
15749186,15749186,6931356
256683,10637766,6567017
13047090,6931356,15749186
23437156,22918050,22918050
9593911,18692431,9593911
17347389,7090447,23395680
30183,119324,15749186
30183,2866718,12812550
9593911,9520360,693208
9961796,9627755,9593911
6931356,51738,6527740
6931356,10637766,12812550
18635016,12127810,693208
7937462,1217100,119324
9961796,18460392,119324
9961796,24765,9627755
15717943,256683,12812550
24765,2866718,23395680
51737,7864437,12000020
4502507,18006496,12000020
24770,9961796,9520360
10576365,10637766,6148028
4268157,17675462,15749186
11387515,11387515,4268157
693208,7937462,256683
9593911,8492825,13104080
51737,15749186,9627755
2914097,2914097,13047090
18006496,39988,18635016
23395680,1217100,23395680
13104080,7937462,10637766
10194157,693208,10637766
6442769,9627755,20613470
693208,10637766,693208
10637766,9593911,14061955
345627,14290364,14061955
18335634,10637766,693208
20613470,13104080,20613470
12812550,9593911,2767052
23395680,16248068,1326258
17675462,14290364,2767052
14290364,7896527,14290364
2914097,51737,17347389
12578077,4502507,9520360
22918050,17878931,693208
1326258,23395680,9520360
18006496,14290364,1326258
6931356,11387515,2767052
8755785,15749186,15749186
30183,7791997,9520360
17878931,22918050,693208
693208,256683,256683
14290364,18006496,1326258
14061955,12000020,2866718
1217100,9520360,9593911
12812550,22918050,10637766
17347389,2866718,9593911
15749186,693208,6442769
18460392,18460392,15749186
1326258,18635016,30183
10637766,1217100,51737
2914097,2866718,22328546
10576365,23395680,18635016
13104080,7937462,7937462
13414446,15749186,561456
2914097,22232,2914097
14290364,18635016,17347389
8709527,8709527,119324
256683,1217100,2767052
345627,2914097,14061955
17347389,14290364,11870085
18635016,18335634,2802316
9627755,6931356,12000020
12127750,12127750,6931356
13206900,9961796,12000020
6936382,15749186,18460392
4502507,16143347,9520360
9593911,9961796,12000020
7740152,8755785,693208
30183,14290364,30183
15749186,9627755,119324
39988,7631105,119324
15749186,2866718,23395680
4502877,22918050,12000020
693208,23395680,693208
6527740,22918050,13047090
9593911,12000020,7937462
693208,12000020,22232
4502507,7937462,9520360
14290364,14290364,13047090
345627,9593911,38709
9961796,12127810,15749186
10576365,14290364,10637766
17347389,24765,9593911
693208,8709527,2767052
12127750,10637766,693208
10637766,9520360,693208
23437156,8306857,18006496
15749186,15749186,119324
8709527,22918050,11870085
693208,1217100,18635016
1326258,17347389,7747374
30183,23395680,10429045
9593911,24765,12000020
8709527,12000020,45978
4502507,9593911,9520360
17347389,15749186,4502877
10637766,18006496,2866718
693208,256683,2767052
6752378,1326258,15749186
17878931,22232,24765
38709,18460392,18460392
8755785,693208,12000020
9520360,9520360,30183
17878931,6752378,119324
6442769,23395680,9593911
7864437,18635016,693208
10576365,7937462,22328546
693208,12812550,693208
4502507,256683,693208
8492825,4502877,15749186
10637766,12578077,11870085
4502507,9520360,256683
15717943,9593911,18335634
14290364,13047090,8755785
7090447,17347389,17347389
2866718,345627,51738
51738,8755785,9627755
7740152,7747374,12000020
7631105,11387515,45978
7791997,9520360,9520360
10637766,4502507,12000020
13104080,2802316,3777732
51737,13047090,2767052
30183,9593911,20613470
11387515,2914097,9627755
10637766,18335634,11387515
20613470,20613470,9593911
9520360,7937462,2767052
14290364,256683,2767052
15749186,39988,1326258
51737,14290364,7631105
256683,13104080,13104080
9627755,4502877,693208
345627,6931356,8709527
9593911,2914097,1162543
13047090,8709527,7864437
12127810,14061955,1162543
1326258,22328546,693208
12812550,9520360,12812550
12578077,17347389,7747374
9520360,12127750,12578077
22232,2914097,2914097
13047090,12812550,2767052
2866718,4268157,30183
15749186,22918050,1326258
14290364,10576365,13104080
15749186,45978,10576365
119324,51738,2767052
39988,18006496,10194157
345627,1162543,7260188
693208,12127750,693208
9520360,9520360,1326258
45978,8306857,12812550
12812550,9593911,15749186
9593911,11387515,9593911
15717943,7937462,14290364
119324,9593911,2767052
15717943,10194157,2767052
17347389,24765,9593911
9961796,15749186,13414446
4502507,12578077,20613470
9593911,693208,693208
18635016,2914097,6442769
22232,51737,22918050
24765,12000020,12000020
23395680,4268157,23395680
22232,10637766,693208
10637766,15749186,345627
12127750,7740152,9520360
17347389,17347389,12000020
7896527,23395680,4268157
22232,24770,8755785
6482837,23395680,30183
9520360,18635016,12000020
119324,2802316,119324
6931356,51737,23437156
12812550,13047090,17347389
7791997,13104080,9520360
12812550,9593911,693208
13414446,9520360,9520360
9627755,18006496,2914097
7631105,9593911,256683
693208,7740152,6936382
14061955,7791997,693208
51738,30183,2767052
18006496,20613470,693208
4502507,439288,12000020
693208,693208,12812550
18006496,345627,18635016
256683,13104080,7937462
13104080,18006496,11870085
119324,693208,693208
30183,1162543,9593911
18006496,345627,17878931
1162543,3975774,7740152
2282133,12578077,7747374
9627755,10194157,23395680
17675462,9627755,14061955
8709527,14061955,15749186
51738,9961796,22918050
693208,693208,10637766
18635016,6442769,2914097
2866718,10576365,693208
6567017,693208,9593911
17878931,14290364,2767052
12812550,9593911,12000020
11387515,10637766,24765
22232,2914097,693208
18335634,24768,2767052
2866718,9593911,11870085
4502507,7937462,23395680
10194157,20613470,9593911
256683,24770,119324
693208,17347389,693208
51737,3236307,119324
8709527,10576365,17347389
10637766,10637766,18460392
23395680,7090447,17347389
6752378,256683,6567017
7791997,7791997,693208
22232,1217100,15717943
10576365,9627755,8492825
9627755,23437156,693208
12578077,7740152,18460392
18635016,28194,12000020
6931356,20613470,20613470
4268157,12812550,14061955
15749186,12812550,15749186
23395680,18335634,12000020
7747374,7791997,9593911
8755785,693208,693208
9520360,7937462,1217100
1217100,6442769,9520360
22918050,22918050,12000020
9593911,9593911,8709527
14290364,9593911,13414446
7937462,345627,693208
119324,11387515,9593911
693208,18460392,15717943
17878931,7631105,11387515
1326258,15749186,2767052
693208,693208,2767052
51738,10507293,7747374
22918050,10576365,23395680
9627755,12000020,428263
30183,10637766,15749186
12127810,693208,693208
2914097,22232,23395680
17347389,9627755,7747374
9520360,7631105,9520360
9627755,22918050,9593911
1326258,345627,18460392
693208,14290364,119324
24765,6442769,99561
9593911,6482837,22232
22918050,13104080,256683
22918050,18006496,693208
18460392,17347389,6527740
16143347,7937462,23395680
13414446,9593911,15749186
119324,561456,39988
18335634,119324,18335634
15749186,14290364,2914097
14061955,15749186,15749186
51738,30183,1326258
4268157,12578077,15749186
51737,1326258,15749186
6482837,6442769,9520360
14290364,5996153,17878931
15749186,51738,15749186
51738,2914097,6931356
9593911,9593911,39988
7631105,8306857,11870085
13206760,10576365,18006496
51737,11387515,8709527
6567017,22328546,51738
693208,18460392,345627
11387515,18335634,4502877
12578077,23437156,17878931
12578077,7791997,693208
2914097,51738,2914097
22232,99561,17347389
10637766,16101128,5996153
4502877,10637766,9593911
7631105,7631105,18460392
49041,10637766,11870085
18460392,20613470,2914097
15749186,4502877,22918050
15749186,7171637,17878931
7937462,256683,12812550
14290364,14290364,256683
22232,7937462,693208
7740152,12578077,11614718
12127810,6752378,12812550
9593911,39988,693208
15749186,10576365,15749186
3975774,1326258,7747374
12000020,3236307,6931356
13047090,9961796,15749186
6442769,18635016,6148028
6752378,23395680,693208
6931356,30183,51737
7740152,2866718,7740152
13414446,1326258,693208
14290364,23437156,12000020
51738,23395680,119324
12812550,17675462,18460392
2866718,3975774,11870085
4502877,23395680,9593911
9593911,9593911,12000020
22328546,15749186,13414446
9593911,2866718,693208
17878931,15749186,12000020
345627,9520360,39988
12812550,51737,18006496
15749186,30183,2767052
16248068,693208,2914097
23395680,10637766,9520360
2914097,7864437,119324
14290364,24765,6527740
24768,22232,30183
14290364,6527740,15749186
10637766,9520360,9520360
12000020,9593911,693208
9593911,9593911,256683
9961796,18335634,15749186
2914097,9520360,6567017
9520360,4502507,11387515
12000020,18635016,9520360
12000020,10576365,15717943
9520360,9961796,2914097
4502507,12127750,7740152
9520360,28194,18635016
18006496,2914097,22328546
18635016,45978,9520360
8306857,9593911,23395680
9627755,1326258,15749186
22232,22232,13414446
30183,14290364,9593911
13104080,22918050,39988
13047090,18006496,8709527
12812550,2866718,693208
13047090,15749186,12000020
18692431,13206828,119324
12127750,10025305,693208
22918050,4502877,13047090
2866718,10637766,18635016
18335634,256683,693208
18335634,18335634,9627755
7631105,1217100,11387515
9961796,51738,9520360
7937462,23395680,9593911
16068905,10576365,12812550
4502507,7631105,15749186
7747374,9593911,7740152
6931356,9593911,11387515
2914097,18460392,2914097
18335634,6567017,18335634
30183,23395680,22918050
119324,15749186,12000020
1326258,24765,15749186
10429045,24765,9520360
13047090,693208,15749186
22918050,12000020,7631105
13414446,1217100,2767052
12812550,8492825,51737
18635016,6527740,10576365
22232,13414446,7896527
2914097,24765,10576365
20613470,20613470,16248068
30183,10194157,51737
693208,15749186,14061955
9593911,16248068,15749186
9593911,7740152,15745753
4502877,39988,18006496
10576365,14290364,9627755
7631105,30183,9593911
12812550,14290364,7747374
24768,12000020,12000020
8490112,23395680,1217100
4502507,10429045,12812550
9593911,15749186,51738
23395680,23395680,693208
1217100,2914097,9520360
15749186,7937462,51738
9593911,12812550,6567017
12000020,22918050,693208
51738,22232,9627755
2866718,7937462,693208
9961796,14061955,12127810
9593911,7171637,7740152
2914097,2914097,1326258
9593911,17878931,17347389
17878931,12812550,452306
10576365,7747374,119324
12000020,1217100,693208
13414446,7937462,24765
5996153,4502877,14290364
6567017,439288,14290364
23395680,10637766,8492825
13206828,10637766,12812550
22328546,17347389,12000020
18006496,23395680,15749186
7864437,14290364,14290364
14061955,9593911,51737
14290364,14290364,24765
7740152,1162543,12000020
22232,2866718,693208
4268157,23437156,8709527
693208,119324,5996153
7937462,1162543,7740152
10576365,18635016,10576365
7631105,18335634,18335634
6527740,693208,12000020
12127810,119324,12000020
10507293,119324,12000020
256683,2866718,14061955
9520360,12127750,693208
24765,12812550,15749186
8709527,2802316,15749186
10637766,3975774,2767052
119324,2866718,693208
693208,22918050,7747374
13047090,256683,2767052
51737,9593911,2767052
14290364,13206828,13104080
9520360,12000020,9593911
9593911,9593911,17347389
693208,9520360,9520360
1326258,14061955,11387515
7896527,22232,11235712
24765,15749186,2767052
13047090,15749186,13047090
12578077,14061955,15749186
7791997,10637766,119324
119324,119324,2767052
9520360,13104080,256683
9520360,9520360,9593911
51738,9627755,6148028
15749186,17347389,7747374
693208,13104080,15749186
8755785,13104080,693208
345627,22918050,12000020
18460392,6482837,9520360
24765,7937462,51737
18460392,7937462,7747374
119324,15749186,439288
12127810,10637766,12000020
17878931,23395680,18635016
18006496,18006496,17675462
38709,13047090,9593911
9627755,13047090,24765
345627,9593911,9520360
15749186,23395680,256683
9520360,4502507,693208
1326258,2914097,9593911
10637766,693208,693208
119324,24768,2914097
1326258,13104080,9593911
30183,23395680,18006496
12000020,9627755,12000020
8755785,12000020,51738
3975774,7791997,9520360
10576365,18006496,18006496
28194,13414446,9520360
17878931,119324,15749186
51737,14290364,693208
30183,7791997,7791997
15749186,15749186,10637766
10576365,15749186,13104080
12000020,2866718,9627755
51737,51737,15749186
345627,22328546,15749186
693208,51737,15749186
4502877,4268157,2767052
15749186,8306857,14290364
10576365,18006496,17675462
99561,17347389,693208
7864437,7937462,693208
10637766,1582996,4502507
22232,9593911,22918050
24765,10576365,9593911
119324,18006496,22918050
8490112,22918050,45978
14290364,4268157,9627755
693208,693208,693208
13047090,24765,15749186
15749186,119324,13104080
9520360,7896527,11387515
256683,6752378,13104080
693208,13104080,693208
17347389,119324,119324
18635016,9627755,6567017
9520360,4502507,4502507
13206828,14061955,13047090
18006496,14290364,15749186
1162543,13104080,7260188
13206828,18635016,12000020
30183,18692431,18635016
2866718,2866718,39988
13414446,38709,9520360
6931356,18460392,7937462
18460392,1217100,11387515
8709527,9627755,6527740
12127750,4502507,7740152
119324,12812550,12812550
22232,2914097,17878931
20613470,6442769,20613470
13206900,5996153,693208
7791997,22918050,2914097
345627,12127810,11235712
8306857,13104080,2767052
22918050,13104080,22918050
14290364,10429045,51737
7937462,9520360,8755776
9961796,693208,4502507
693208,15749186,2767052
13104080,8306857,2767052
9520360,7937462,9520360
9520360,693208,2767052
13414446,7631105,9520360
45978,18006496,23437156
39988,9593911,2767052
10576365,24765,7937462
7864437,24765,9961796
5996153,14290364,15749186
12000020,18460392,20613470
14290364,17878931,8306857
38709,13206900,11735983
17347389,8306857,7937462
8755785,9520360,9520360
51738,51738,9961796
12127810,9627755,2767052
22232,99561,22232
18635016,7896527,18460392
15717943,51737,9593911
6442769,6442769,22232
14290364,119324,23437156
2914097,15717943,9593911
15749186,7937462,2767052
15749186,1326258,2767052
13047090,9593911,7090447
18335634,8755776,6936382
18692431,10637766,4268157
8709527,18460392,12000020
2914097,2914097,12000020
17347389,18635016,119324
15749186,22328546,15749186
2866718,1162543,9520360
10637766,8306857,18006496
23395680,9593911,2282133
4502877,2914097,2914097
15717943,4268157,18460392
15749186,693208,693208
20613470,15749186,10576365
